id,target
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,2
40,2
41,2
42,2
43,2
44,2
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,0
54,0
55,0
56,0
57,0
58,3
59,3
60,3
61,3
62,2
63,2
64,2
65,2
66,2
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,0
77,2
78,2
79,2
80,2
81,2
82,2
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,1
117,1
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,2
135,1
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,2
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,2
173,2
174,2
175,2
176,2
177,2
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,4
192,4
193,4
194,3
195,3
196,3
197,2
198,2
199,2
200,2
201,2
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,0
210,2
211,2
212,2
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,1
230,1
231,1
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,1
249,1
250,1
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,2
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,1
325,1
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,1
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,2
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,1
382,1
383,1
384,1
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,2
401,2
402,2
403,1
404,1
405,1
406,1
407,1
408,1
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,1
420,1
421,1
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,1
440,1
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,2
458,2
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,2
477,2
478,2
479,2
480,2
481,2
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,0
491,0
492,0
493,0
494,0
495,13
496,11
497,9
498,8
499,7
500,7
501,6
502,5
503,5
504,4
505,4
506,3
507,3
508,3
509,3
510,2
511,2
512,2
513,2
514,238
515,200
516,172
517,151
518,134
519,120
520,108
521,97
522,87
523,78
524,70
525,63
526,57
527,51
528,46
529,41
530,37
531,34
532,30
533,1
534,1
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,1
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,57
572,48
573,41
574,36
575,32
576,29
577,26
578,23
579,21
580,19
581,17
582,15
583,14
584,12
585,11
586,10
587,9
588,8
589,7
590,1
591,1
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
