id,target
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,3
40,2
41,2
42,1
43,1
44,1
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,7
59,5
60,4
61,3
62,2
63,2
64,1
65,1
66,1
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,3
78,2
79,2
80,1
81,1
82,1
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,2
116,1
117,1
118,1
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,6
135,4
136,3
137,3
138,2
139,1
140,1
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,2
154,1
155,1
156,1
157,1
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,3
173,2
174,2
175,1
176,1
177,1
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,5
192,4
193,3
194,2
195,2
196,1
197,1
198,1
199,1
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,2
211,2
212,1
213,1
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,1
230,1
231,1
232,1
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,7
249,5
250,4
251,3
252,2
253,2
254,1
255,1
256,1
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,2
268,2
269,1
270,1
271,1
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,1
287,1
288,1
289,1
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,5
306,4
307,3
308,2
309,2
310,1
311,1
312,1
313,1
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,2
344,1
345,1
346,1
347,1
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,7
382,5
383,4
384,3
385,2
386,2
387,1
388,1
389,1
390,1
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,7
401,5
402,4
403,3
404,2
405,2
406,1
407,1
408,1
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,2
420,1
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,1
440,1
441,1
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,2
458,2
459,1
460,1
461,1
462,1
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,2
477,1
478,1
479,1
480,1
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,21
496,16
497,12
498,9
499,7
500,5
501,4
502,3
503,2
504,2
505,1
506,1
507,1
508,1
509,0
510,0
511,0
512,0
513,0
514,356
515,267
516,200
517,150
518,112
519,84
520,63
521,47
522,36
523,27
524,20
525,15
526,11
527,8
528,6
529,5
530,4
531,3
532,2
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,96
572,72
573,54
574,41
575,30
576,23
577,17
578,13
579,10
580,7
581,5
582,4
583,3
584,2
585,2
586,1
587,1
588,1
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
